公司编码,店铺编码,合同开始日,营业年月,销售额(减退货前销售额(税拔)),纯销售额(减退货后的销售额(税拔)),纯销售额(税入),纯销售额(17％),纯销售额(13％),纯销售额(6％),纯销售额(3％),纯销售额(0%),纯销售增值税(17%),纯销售增值税(13％),纯销售增值税(6%),纯销售增值税(3％),纯销售增值税(合計),入金1名称,入金1,入金2名称,入金2,入金3名称,入金3,入金4名称,入金4,入金5名称,入金5,入金6名称,入金6,入金7名称,入金7,入金8名称,入金8,入金9名称,入金9,入金10名称,入金10,入金-合计收入,出金1名称,出金1,出金2名称,出金2,出金3名称,出金3,出金4名称,出金4,出金5名称,出金5,出金6名称,出金6,出金7名称,出金7,出金8名称,出金8,出金9名称,出金9,出金10名称,出金10,出金-合计,现金溢缺,售价变更2-1,售价变更2-2,售价变更3-1(售价),售价变更3-2(售价),售价变更3-3(售价),售价变更3-1(进价),售价变更3-2(进价),售价变更3-3(进价),进货进价(商品),进货进价(消耗品),商品进货原价,入金预定额月合計,盘点损溢进价(不含税),月末库存进价(不含税),盘点损溢售价(不含税),月末库存售价(不含税),成本率,营业天数,服务商品进款合计,日均销售额,销售额(原价算入),纯销售额(原价算入),纯销售增值税(原价算入),进货进价(原价算入),月末库存进价(不含税)(原价算入),送信日,月初库存进价(不含税),月初库存售价(不含税),月初库存进价(不含税)(原价算入),期间销售净额,售价变更1-2,售价变更3-1(进价)（DEPT指定）,售价变更3-2(进价)（DEPT指定）,纯销售额(17％)(原价算入),纯销售额(13％)(原价算入),纯销售额(6％)(原价算入),纯销售额(3％)(原价算入),纯销售额(0％)(原价算入),纯销售增值税(17％)(原价算入),纯销售增值税(13％)(原价算入),纯销售增值税(6％)(原价算入),纯销售增值税(3％)(原价算入)
01,1028,19970815,201603,754906.25,754737.79,881697.91,731974.16,19699.23,0,0,3064.40,124394.95,2565.17,0,0,126960.12,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-108.77,0,0,18233.36,1336.26,0,11474.21,952.75,0,430624.47,2855.80,108620.87,786135.50,-3539,218033.76,-4963.43,305791.26,71.30,31,190210.26,24346.38,0,0,0,0,0,20160418,220134.28,306627.44,0,1391653.43,8693.42,11474.21,952.75,0,0,0,0,0,0,0,0,0
01,1032,20140801,201603,380564.32,376582.67,439845.85,362093.50,13252.37,0,0,1236.80,61536.85,1726.33,0,0,63263.18,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-56.19,0,0,12248.62,497.16,0,7847.96,360.79,0,213914.80,2318.75,69166.82,310760,0,169685.26,0,233819.65,72.57,31,39760.28,12147.83,0,0,0,0,0,20160418,164361.07,224348.49,0,0,1831.19,7847.96,360.79,0,0,0,0,0,0,0,0,0
01,1037,20140301,201603,481439.23,480584.16,561470.81,466184.57,12637.79,0,0,1761.80,79240.74,1645.91,0,0,80886.65,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,27.34,0,0,9326.25,1034.74,0,5994.55,749.57,0,258046.11,1831.20,71578.29,427146.20,0,172880.15,0,238647.29,72.44,31,94152.46,15502.71,0,0,0,0,0,20160418,191901.24,261508.89,0,0,5171.77,5994.55,749.57,0,0,0,0,0,0,0,0,0
01,1039,20010701,201603,277389.56,277354.66,323960.10,269816.63,5745.83,0,0,1792.20,45856.87,748.57,0,0,46605.44,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,30,,0,,0,,0,,0,,0,,0,30,26.72,0,0,6656.63,369.85,0,4279.65,284.30,0,231445.73,1142.40,83699.38,272446.71,0,227607.30,0,296105.35,76.87,31,10462.50,8946.92,0,0,0,0,0,20160418,135024.40,178083.11,0,0,1805.57,4279.65,284.30,0,0,0,0,0,0,0,0,0
01,1042,20140601,201603,338158.76,336636.50,393230.68,325289.47,10063.53,0,0,1283.50,55283.21,1310.97,0,0,56594.18,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,169.16,0,0,10643.36,1289.11,0,6440.79,924.16,0,183503.36,1580.54,63637.50,352552.52,0,163007.31,0,227389.45,71.69,31,97919.61,10859.24,0,0,0,0,0,20160418,162734.37,225943.07,0,0,3452.78,6440.79,924.16,0,0,0,0,0,0,0,0,0
01,1045,19980527,201603,144650.95,144430.51,168747.61,141622.42,1893.09,0,0,915,24070.39,246.71,0,0,24317.10,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,40,,0,,0,,0,,0,,0,,0,40,-676.21,0,0,7163.94,173.98,0,4732.90,132.63,0,59112.92,1168.22,39859.09,162812.30,4422.79,165197.97,5801.65,216700.53,76.23,31,41711.10,4659.05,0,0,0,0,0,20160418,183512.06,237377.84,0,499188.68,1051.84,4732.90,132.63,0,0,0,0,0,0,0,0,0
01,1053,19981208,201603,424743.38,424573.26,495490.76,397165.13,26437.23,0,0,970.90,67475.13,3442.37,0,0,70917.50,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,51.88,0,0,10982.44,2481.77,0,7060.85,1681.15,0,282101.58,4613.94,0,248749.30,0,102353.31,0,151092.17,67.74,31,58484.50,13695.91,0,0,0,0,0,20160418,113634.02,167171.05,0,0,5438.97,7060.85,1681.15,0,0,0,0,0,0,0,0,0
01,1056,20140501,201603,443124.94,442277.94,516534.40,428791.77,10496.37,0,0,2989.80,72886.73,1369.73,0,0,74256.46,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,256.17,0,0,10333.68,721.69,0,6627.87,539.68,0,228864.37,1342.76,35006.33,666622.91,0,158510.42,0,211958.80,74.78,31,276638.94,14267.03,0,0,0,0,0,20160418,222198.85,291995.77,0,0,2920.13,6627.87,539.68,0,0,0,0,0,0,0,0,0
01,1059,20140701,201603,420863.81,420524.56,491098.92,403979.25,14795.71,0,0,1749.60,68645.87,1928.49,0,0,70574.36,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,197.86,0,0,10489.21,1658.11,0,6612.06,1155.54,0,251484.80,2157.46,53934.19,390929,-5879.03,132995.47,-8435.69,190832.10,69.69,31,100903.23,13565.31,0,0,0,0,0,20160418,120230.86,171830.79,0,1058193.96,4749.54,6612.06,1155.54,0,0,0,0,0,0,0,0,0
01,1063,20050701,201603,334240.67,333607.43,389487.84,319447.43,12156.40,0,0,2003.60,54294.11,1586.30,0,0,55880.41,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,659.50,0,0,7764.39,343.62,0,4942.05,258.51,0,147675.67,671.88,0,496582.60,2559.26,235516.85,3401.88,313059.49,75.23,31,193938.87,10761.53,0,0,0,0,0,20160418,338560.19,441889.97,0,959312.50,1799.36,4942.05,258.51,0,0,0,0,0,0,0,0,0
01,1068,20001205,201603,268925.63,267633.73,312555.92,259390.01,6388.82,0,0,1854.90,44090.41,831.78,0,0,44922.19,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,55.55,0,0,6319.67,315.37,0,4085.53,239.43,0,121227.97,382.92,86482.24,577439.73,-1018.02,133710.79,-1340.83,176109.27,75.92,31,351838.37,8633.35,0,0,0,0,0,20160418,129841.91,169189.46,0,647579.55,1464.95,4085.53,239.43,0,0,0,0,0,0,0,0,0
01,1069,20141101,201603,598248.39,597756.70,698393.41,582110.79,13001.61,0,0,2644.30,98943.02,1693.69,0,0,100636.71,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,326.17,0,0,9880.45,2047.98,0,6340.81,1504.86,0,315386.74,1229.09,82439.20,560615.50,0,248616.19,0,338353.21,73.48,31,89109.21,19282.47,0,0,0,0,0,20160418,286295.37,383878.41,0,0,6686.37,6340.81,1504.86,0,0,0,0,0,0,0,0,0
01,1075,20140101,201603,397085.32,393663.32,459142.93,377895.20,9583.12,0,0,6185,64230.83,1248.78,0,0,65479.61,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,72.86,0,0,10664.58,1008.80,0,6413.07,732.69,0,213048.97,471.65,73326.94,343255.80,-237.41,152135.47,-326.85,209453.46,72.63,31,30448.44,12698.82,0,0,0,0,0,20160418,157040.66,215300.56,0,1093420.72,4603.04,6413.07,732.69,0,0,0,0,0,0,0,0,0
01,1076,20010216,201603,226297.27,225730.19,263338.04,213489.71,10185.88,0,0,2054.60,36280.43,1327.42,0,0,37607.85,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-56.99,0,0,9276,562.98,0,5933.35,417.11,0,130040.41,779.75,0,280800,-4383.84,133062.13,-5917.04,179599.14,74.09,31,100714.78,7281.62,0,0,0,0,0,20160418,166951.57,221375.67,0,596395,3356.07,5933.35,417.11,0,0,0,0,0,0,0,0,0
01,1077,20010418,201603,228502.78,217251.60,253841.81,210459.38,6279.22,0,0,513,35772.23,817.98,0,0,36590.21,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,301.07,0,0,5626.04,1038.30,0,3614.62,768.03,0,99775.61,644.94,71329.85,249397.60,0,152547.68,0,206241.11,73.97,31,82079.32,7008.12,0,0,0,0,0,20160418,146188.30,197572.31,0,0,1142.08,3614.62,768.03,0,0,0,0,0,0,0,0,0
01,1081,20151201,201603,233587.27,233363.49,272207.73,222878.13,7410.86,0,0,3074.50,37879.10,965.14,0,0,38844.24,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-54.09,0,0,0,492.79,0,0,338.74,0,162363.82,186.33,0,410761.70,0,56587.82,0,82323.81,68.74,31,200491.48,7527.85,0,0,0,0,0,20160418,52803.91,76285.06,0,0,1289.62,0,338.74,0,0,0,0,0,0,0,0,0
01,1094,20150901,201603,288368.94,287552.04,335768.70,277601.74,8013.20,0,0,1937.10,47173.36,1043.30,0,0,48216.66,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,91.41,0,0,6841.78,1044.51,0,4346.09,764.37,0,148158.93,1322.91,72240.53,255085.20,0,132570.46,0,181157.42,73.18,31,53188.61,9275.87,0,0,0,0,0,20160418,127035.22,173328.72,0,0,2017.85,4346.09,764.37,0,0,0,0,0,0,0,0,0
01,1106,20020709,201603,159509.67,159405.45,186169.20,151580.63,7691.22,0,0,133.60,25761.37,1002.38,0,0,26763.75,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-76.50,0,0,6651.39,1187.64,0,4228.23,854.74,0,100036.31,1046.73,24637.34,149780.50,0,171371.08,0,238114.61,71.97,31,64388.90,5142.11,0,0,0,0,0,20160418,165086.85,228030.27,0,0,1412.71,4228.23,854.74,0,0,0,0,0,0,0,0,0
01,1119,20030118,201603,593930.91,593765.25,693328.38,569142.57,21895.28,0,0,2727.40,96713.61,2849.52,0,0,99563.13,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-47.32,0,0,16658.49,1805.95,0,10537.25,1332.79,0,305574.25,4011.33,118745.08,211472.90,0,199731.89,0,270645.29,73.80,31,37460.96,19153.72,0,0,0,0,0,20160418,213867.91,286162.22,0,0,4067.97,10537.25,1332.79,0,0,0,0,0,0,0,0,0
01,1125,20030318,201603,462698.40,462622.59,540107.16,437083.11,24606.78,0,0,932.70,74277.85,3206.72,0,0,77484.57,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,162.15,0,0,19067.46,2035.80,0,12157.47,1433.41,0,255341.58,3198.33,84929.65,594346.90,0,206029.60,0,292628.67,70.41,31,235347.85,14923.31,0,0,0,0,0,20160418,206372.66,293921.62,0,0,5866.14,12157.47,1433.41,0,0,0,0,0,0,0,0,0
01,1126,20030318,201603,175776.23,175722.99,205284.61,168042.04,7680.95,0,0,0,28560.97,1000.65,0,0,29561.62,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,42.30,0,0,9205.02,712.37,0,5812.84,509.99,0,100332.86,454.20,46473.60,151793.50,643.06,100808.32,898.24,140811.84,71.59,31,506.89,5668.48,0,0,0,0,0,20160418,87951.11,123391.32,0,451157.59,2361.77,5812.84,509.99,0,0,0,0,0,0,0,0,0
01,1127,20030326,201603,140933.43,140926.93,164593,134443.13,6282.10,0,0,201.70,22847.87,818.20,0,0,23666.07,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,30,-7.30,0,0,5726.20,286.53,0,3683.49,207.73,0,83356.77,769.83,6860.10,93602,0,92794.09,0,127998.74,72.50,31,11057.40,4546.03,0,0,0,0,0,20160418,106022.38,143861.38,0,0,1137.97,3683.49,207.73,0,0,0,0,0,0,0,0,0
01,1130,20030425,201603,202411.42,202180.65,236309.20,196649.59,5445.16,0,0,85.90,33419.61,708.94,0,0,34128.55,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,51.66,0,0,5728.85,131.53,0,3711.96,95.08,0,93675.58,678.29,38340.79,175005.43,0,94674.57,0,130966.96,72.29,25,28610.47,8087.23,0,0,0,0,0,20160418,111418.83,153129.88,0,0,1353.04,3711.96,95.08,0,0,0,0,0,0,0,0,0
01,1131,20030415,201603,150143.63,149856.70,175023.80,144323.28,4919.42,0,0,614,24526.92,640.18,0,0,25167.10,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,-26.70,0,0,2851.35,245.42,0,1837.89,175.84,0,80096.01,961.71,0,102657.90,0,69126.35,0,96480.91,71.65,31,0,4834.09,0,0,0,0,0,20160418,95773.74,131671.65,0,0,845.59,1837.89,175.84,0,0,0,0,0,0,0,0,0
01,1141,20030618,201603,239278.59,239144.49,279609.11,235673.21,3218.08,0,0,253.20,40044.40,420.22,0,0,40464.62,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,-0.90,0,0,4771.10,84.39,0,3109.31,65.35,0,80445.43,562.23,63005.18,218844.40,-11198.18,117123.57,-14460.11,151240.57,77.44,31,22484.10,7714.34,0,0,0,0,0,20160418,149306.44,191379.75,0,584621.88,2216.34,3109.31,65.35,0,0,0,0,0,0,0,0,0
01,1149,20030729,201603,264133.72,264114.57,308832.30,260468.49,3493.08,0,0,153,44262.81,454.92,0,0,44717.73,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,0.10,0,0,4436.88,108.41,0,2840.86,78.17,0,135484.43,704.48,68393.08,234772.80,0,105407.37,0,146166.88,72.11,31,9842.50,8519.82,0,0,0,0,0,20160418,94900.35,131483,0,0,729.98,2840.86,78.17,0,0,0,0,0,0,0,0,0
01,1158,20151001,201603,271124.75,270832.15,316231.13,255579.56,15078.29,0,0,174.30,43435.37,1963.61,0,0,45398.98,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,112.53,0,0,5441.67,932.40,0,3498.75,653.52,0,148639.27,1038.80,44827.24,185765.90,562.97,84354.50,803.25,120356.84,70.09,31,35049.65,8736.52,0,0,0,0,0,20160418,84945.42,121145.87,0,923855.85,2663.37,3498.75,653.52,0,0,0,0,0,0,0,0,0
01,1170,20031126,201603,346832.67,346086.86,403826.90,329175.12,13663.34,0,0,3248.40,55960.88,1779.16,0,0,57740.04,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,-0.33,0,0,2692.22,753.81,0,1733.10,556.31,0,178296.17,535.91,48818.61,597646.90,0,181339.28,0,245709.53,73.80,31,268081.93,11164.09,0,0,0,0,0,20160418,206276.59,276126.34,0,0,2055.88,1733.10,556.31,0,0,0,0,0,0,0,0,0
01,1172,20031225,201603,223078.25,222876.28,260336.70,214895.87,7269.71,0,0,710.70,36511.93,948.49,0,0,37460.42,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,63.22,0,323.46,5592.84,455.18,0,3650.60,360.18,0,59892.81,611.54,65058.82,124748.70,0,169774.86,0,214541.25,79.13,31,33174.78,7189.56,0,0,0,0,0,20160418,222225.75,278184.86,0,0,668.39,3650.60,360.18,0,0,0,0,0,0,0,0,0
01,1267,20050131,201603,232734.31,232364.90,270997.20,214924.87,16178.83,0,0,1261.20,36527.33,2104.97,0,0,38632.30,废纸箱收入,0,废油收入,0,公用电话费收入,0,其他收入,0,,0,,0,,0,,0,,0,,0,0,营业用消耗品,0,电话费,0,清扫费,0,其他杂费,0,,0,,0,,0,,0,,0,,0,0,2.01,0,0,3033.90,868.44,0,1945.98,645.51,0,123129.98,238.46,29576.75,316727,0,157127.63,0,211399.05,74.33,31,100458.69,7495.64,0,0,0,0,0,20160418,176959.46,236231.63,0,0,708.14,1945.98,645.51,0,0,0,0,0,0,0,0,0
